user_id,departure,destination,create_time,update_time
84f496f59c2c4d31a196c3b1bd994a16,宿迁,张家界,2021/11/23 15:28,2021/11/23 15:28
a1d3bf10ae564a9a92fca63502b41c0c,吉林,荆门,2021/12/16 5:32,2021/12/16 5:32
a1d3bf10ae564a9a92fca63502b41c0c,陇南,随州,2021/7/22 5:34,2021/7/22 5:34
475ff55d355045e0886893e31d314fda,安庆,南宁,2021/12/11 5:10,2021/12/11 5:10
7bbcd4290a144efbae687a5b74790f17,黄冈,克拉玛依,2022/1/1 20:26,2022/1/1 20:26
b952899406e94a7c9b690cc7bbf08ee5,鄂尔多斯,北京,2021/8/14 22:08,2021/8/14 22:08
d59c28ee1dd34c05a59a3e21a112215c,吉安,江门,2021/8/28 2:33,2021/8/28 2:33
a345c04ab8a24cefa1d0b88c94e78390,晋城,济宁,2021/9/8 14:44,2021/9/8 14:44
fec476701bdc4cf0993971d1d0e1afbb,陇南,南通,2021/8/5 4:01,2021/8/5 4:01
b952899406e94a7c9b690cc7bbf08ee5,乌海,辽阳,2021/12/13 9:54,2021/12/13 9:54
9880b57d988b4672bcad2a3ffe32a3ec,威海,忻州,2022/1/5 11:57,2022/1/5 11:57
fec476701bdc4cf0993971d1d0e1afbb,北京,山南,2021/7/24 4:58,2021/7/24 4:58
475ff55d355045e0886893e31d314fda,宝鸡,营口,2021/11/16 2:16,2021/11/16 2:16
047e5a6634574806855c664716702823,新余,揭阳,2021/8/9 19:46,2021/8/9 19:46
047e5a6634574806855c664716702823,贺州,大同,2021/12/8 4:24,2021/12/8 4:24
a1d3bf10ae564a9a92fca63502b41c0c,萍乡,开封,2022/1/20 5:12,2022/1/20 5:12
84f496f59c2c4d31a196c3b1bd994a16,镇江,西宁,2021/8/4 22:33,2021/8/4 22:33
7bbcd4290a144efbae687a5b74790f17,盐城,六安,2021/7/16 22:50,2021/7/16 22:50
d59c28ee1dd34c05a59a3e21a112215c,秦皇岛,衡水,2021/8/12 10:15,2021/8/12 10:15
b952899406e94a7c9b690cc7bbf08ee5,玉溪,柳州,2021/8/30 8:22,2021/8/30 8:22
84f496f59c2c4d31a196c3b1bd994a16,福州,海口,2021/10/14 2:18,2021/10/14 2:18
9880b57d988b4672bcad2a3ffe32a3ec,海口,衡阳,2021/12/9 5:32,2021/12/9 5:32
7bbcd4290a144efbae687a5b74790f17,荆州,揭阳,2022/1/27 4:58,2022/1/27 4:58
9880b57d988b4672bcad2a3ffe32a3ec,贺州,丹东,2021/9/20 18:17,2021/9/20 18:17
a1d3bf10ae564a9a92fca63502b41c0c,怀化,桂林,2021/9/8 9:25,2021/9/8 9:25
475ff55d355045e0886893e31d314fda,安康,孝感,2021/11/26 20:25,2021/11/26 20:25
475ff55d355045e0886893e31d314fda,辽阳,来宾,2021/10/6 22:45,2021/10/6 22:45
7bbcd4290a144efbae687a5b74790f17,攀枝花,宁德,2021/7/17 10:05,2021/7/17 10:05
475ff55d355045e0886893e31d314fda,南宁,广元,2021/11/16 1:23,2021/11/16 1:23
a1d3bf10ae564a9a92fca63502b41c0c,泰州,平凉,2021/7/20 17:41,2021/7/20 17:41
7bbcd4290a144efbae687a5b74790f17,济宁,阜阳,2022/2/7 0:21,2022/2/7 0:21
b952899406e94a7c9b690cc7bbf08ee5,龙岩,保山,2021/12/24 13:48,2021/12/24 13:48
d59c28ee1dd34c05a59a3e21a112215c,揭阳,莆田,2021/7/31 4:42,2021/7/31 4:42
d59c28ee1dd34c05a59a3e21a112215c,南阳,濮阳,2021/9/13 13:48,2021/9/13 13:48
84f496f59c2c4d31a196c3b1bd994a16,酒泉,随州,2021/12/21 9:34,2021/12/21 9:34
b952899406e94a7c9b690cc7bbf08ee5,芜湖,内江,2022/1/12 18:15,2022/1/12 18:15
fec476701bdc4cf0993971d1d0e1afbb,漳州,郑州,2022/1/22 22:42,2022/1/22 22:42
7bbcd4290a144efbae687a5b74790f17,长春,乌兰察布,2021/11/4 16:31,2021/11/4 16:31
b952899406e94a7c9b690cc7bbf08ee5,承德,黄石,2021/9/1 17:31,2021/9/1 17:31
475ff55d355045e0886893e31d314fda,泰安,七台河,2022/1/27 21:22,2022/1/27 21:22
a345c04ab8a24cefa1d0b88c94e78390,伊春,南充,2021/8/18 8:46,2021/8/18 8:46
a345c04ab8a24cefa1d0b88c94e78390,宝鸡,廊坊,2021/12/25 1:04,2021/12/25 1:04
b952899406e94a7c9b690cc7bbf08ee5,西安,周口,2021/12/27 15:59,2021/12/27 15:59
84f496f59c2c4d31a196c3b1bd994a16,宝鸡,深圳,2021/12/4 6:38,2021/12/4 6:38
a1d3bf10ae564a9a92fca63502b41c0c,宜春,来宾,2021/9/11 2:26,2021/9/11 2:26
b952899406e94a7c9b690cc7bbf08ee5,四平,牡丹江,2021/9/30 16:04,2021/9/30 16:04
a345c04ab8a24cefa1d0b88c94e78390,泉州,南充,2021/9/26 9:05,2021/9/26 9:05
fec476701bdc4cf0993971d1d0e1afbb,嘉兴,新余,2022/1/28 9:37,2022/1/28 9:37
84f496f59c2c4d31a196c3b1bd994a16,鹤壁,保定,2021/11/25 14:33,2021/11/25 14:33
a1d3bf10ae564a9a92fca63502b41c0c,那曲,黄冈,2021/10/15 7:17,2021/10/15 7:17
a345c04ab8a24cefa1d0b88c94e78390,铜仁,周口,2021/7/20 15:22,2021/7/20 15:22
7bbcd4290a144efbae687a5b74790f17,郑州,广安,2021/9/12 10:50,2021/9/12 10:50
a1d3bf10ae564a9a92fca63502b41c0c,乌兰察布,鄂尔多斯,2021/11/19 20:19,2021/11/19 20:19
d59c28ee1dd34c05a59a3e21a112215c,昌都,株洲,2021/12/24 7:03,2021/12/24 7:03
a1d3bf10ae564a9a92fca63502b41c0c,昌都,烟台,2021/11/21 19:44,2021/11/21 19:44
a345c04ab8a24cefa1d0b88c94e78390,临汾,金昌,2021/11/15 13:24,2021/11/15 13:24
475ff55d355045e0886893e31d314fda,滁州,南充,2021/8/15 20:50,2021/8/15 20:50
a1d3bf10ae564a9a92fca63502b41c0c,永州,九江,2021/10/11 16:44,2021/10/11 16:44
475ff55d355045e0886893e31d314fda,安庆,濮阳,2022/1/25 7:08,2022/1/25 7:08
d59c28ee1dd34c05a59a3e21a112215c,鞍山,辽源,2022/1/31 20:47,2022/1/31 20:47
7bbcd4290a144efbae687a5b74790f17,荆门,克拉玛依,2022/2/3 1:25,2022/2/3 1:25
84f496f59c2c4d31a196c3b1bd994a16,开封,张掖,2021/10/1 16:47,2021/10/1 16:47
475ff55d355045e0886893e31d314fda,金华,北京,2021/9/9 8:52,2021/9/9 8:52
b952899406e94a7c9b690cc7bbf08ee5,泸州,郑州,2021/12/29 7:30,2021/12/29 7:30
a345c04ab8a24cefa1d0b88c94e78390,宿州,宜昌,2021/9/9 20:19,2021/9/9 20:19
047e5a6634574806855c664716702823,六安,合肥,2021/12/27 20:27,2021/12/27 20:27
b952899406e94a7c9b690cc7bbf08ee5,三明,德阳,2022/1/3 23:32,2022/1/3 23:32
a345c04ab8a24cefa1d0b88c94e78390,包头,广州,2022/1/25 1:34,2022/1/25 1:34
475ff55d355045e0886893e31d314fda,雅安,西安,2021/11/21 3:20,2021/11/21 3:20
84f496f59c2c4d31a196c3b1bd994a16,百色,西宁,2021/9/6 13:37,2021/9/6 13:37
b952899406e94a7c9b690cc7bbf08ee5,鸡西,秦皇岛,2021/12/21 16:04,2021/12/21 16:04
84f496f59c2c4d31a196c3b1bd994a16,临沧,崇左,2022/1/27 23:17,2022/1/27 23:17
